콘텐츠ID,콘텐츠분류,제목,언어,타이틀SEO,연관콘텐츠,지번주소,도로명주소,위도,경도,탐나오연동여부,평점,소셜네트워크URL,조회수,외부검색어,좋아요수,리뷰수,북마크수,일정등록수,다녀왔어요수,PC사용여부,모바일사용여부,공개여부,작성상태,사용여부,작성상태_1,영문PC사용여부,중문PC사용여부,일문PC사용여부,영문작성상태,중문작성상태,일문작성상태,영문공개여부,중문공개여부,일문공개여부,영문모바일사용여부,중문모바일사용여부,일문모바일사용여부,영문승인일시,중문승인일시,일문승인일시,등록자,등록일시,수정자,수정일시,SNS공유수,인기점수,등록일시_1,우편번호,템플릿여부,번역요청일시,영문번역요청일시,중문번역요청일시,일문번역요청일시,페이지SEO자동여부,영문페이지SEO자동여부,중문페이지SEO자동여부,일문페이지SEO자동여부,사진공유수,번체PC사용여부,말레이어PC사용여부,번체작성상태,말레이어작성상태,번체공개여부,말레이어공개여부,번체모바일사용여부,말어모바일사용여부,번체승인일시,말레이어승인일시,번체번역요청일시,말레이어번역요청일시,번체SEO자동여부,말레이어SEO자동여부
CNTS_000000000020305,음식점,치저스,국문,치저스,,제주특별자치도 제주시 구좌읍 송당리 1581-1,제주특별자치도 제주시 구좌읍 비자림로 1785,33.4684316,126.7740314,y,5,,4263,,0,6,43,0,0,y,y,y,y,y,2019-10-02,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-17,anonymous,2022-03-22,0,8556,,63364,n,2016-11-17,2016-11-17,2016-11-17,2016-11-17,y,n,n,n,12,,,,,,,,,,,,,,
CNTS_000000000021611,음식점,강정해녀의집,국문,강정해녀의집,,제주특별자치도 서귀포시 강정동 4964,제주특별자치도 서귀포시 말질로 290,33.227562,126.474815,y,,,3447,,0,0,14,0,0,y,y,y,y,y,2019-10-02,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-01-01,anonymous,2022-03-12,1,6894,,63563,n,2017-01-01,2017-01-01,2017-01-01,2017-01-01,y,n,n,n,,,,,,,,,,,,,,,
CONT_000000000500326,관광지,서귀포시립기당미술관,국문,서귀포시립기당미술관,,제주특별자치도 서귀포시 서홍동 621,제주특별자치도 서귀포시 남성중로153번길 15,33.244656,126.551796,y,,,7426,,0,0,16,0,0,y,y,y,y,y,2019-07-24,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-24,2019-07-24,2019-07-24,anonymous,2016-05-30,anonymous,2022-03-22,5,14852,,63594,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-07-24,,2019-07-24,,y,
CNTS_000000000020698,음식점,한림로342쩜빵,국문,한림로342쩜빵,,제주특별자치도 제주시 한림읍 협재리 1750-3,제주특별자치도 제주시 한림읍 한림로 342,33.39386,126.240944,y,4,,131,,0,2,0,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-25,anonymous,2022-03-22,0,272,,63011,n,2016-11-25,2016-11-25,2016-11-25,2016-11-25,n,n,n,n,2,,,,,,,,,,,,,,
CONT_000000000500316,관광지,서건도,국문,서건도,,제주특별자치도 서귀포시 강정동 산 1,제주특별자치도 서귀포시 강정동 산 1,33.23007,126.49852,y,5,,8011,,1,4,17,0,0,y,y,y,y,y,2019-07-12,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-23,2019-07-23,2019-07-23,anonymous,2016-05-30,anonymous,2022-03-22,8,16045,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,9,y,,y,,y,,y,,2019-07-23,,2019-07-23,,y,
CONT_000000000501228,음식점,마중물삼계탕,국문,마중물삼계탕,,제주특별자치도 제주시 서사로 62-3,제주특별자치도 제주시 서사로 62-3,33.506916,126.51998,y,,,1713,,0,0,0,0,0,y,y,y,y,y,2019-10-02,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-02,2019-10-02,2019-10-02,anonymous,2016-05-30,anonymous,2022-03-19,0,3426,9449818,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-02,,2019-10-02,,y,
CONT_000000000501236,음식점,머루황토불갈비,국문,머루황토불갈비,,제주특별자치도 제주시 오일장중길 41,제주특별자치도 제주시 오일장중길 41,33.49619,126.47261,y,,,713,,0,0,3,0,0,y,y,n,y,y,,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-02-14,0,1426,9405752,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CONT_000000000501246,음식점,물금,국문,물금,,제주특별자치도 제주시 임항로 49,,33.515636,126.53186,y,,,1009,,0,0,5,0,0,y,y,n,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-02-14,0,2018,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022093,축제/행사,제주국제크루즈포럼[전면 취소],국문,제주국제크루즈포럼[전면 취소],,제주특별자치도 서귀포시 중문동 2700,제주특별자치도 서귀포시 중문관광로 224,33.2412366,126.424492,y,,,4365,,1,0,0,0,0,y,y,y,y,y,2019-07-08,y,y,y,y,w,y,n,n,n,y,y,y,2019-08-12,,2019-08-14,anonymous,2017-07-06,anonymous,2022-03-21,0,8733,,63547,n,2017-07-06,2017-07-06,2017-07-06,2017-07-06,y,n,n,n,,y,,y,,n,,y,,2019-08-13,,2019-08-13,,n,
CONT_000000000500311,관광지,새신오름(신서악),국문,새신오름(신서악),,제주특별자치도 제주시 한경면 청수리 2661-4,제주특별자치도 제주시 한경면 청수리 2661-4,33.298912,126.23928,y,,,1343,,0,0,3,0,0,y,y,n,y,y,2019-07-12,y,y,y,y,y,y,n,n,n,y,y,y,2019-07-22,2019-07-22,2019-07-22,anonymous,2016-05-30,anonymous,2022-02-14,0,2686,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,n,,y,,2019-07-22,,2019-07-22,,y,
CNTS_200000000009560,테마여행,딸기밭  걷기  ,국문,딸기밭  걷기  ,,,,,,y,0,,855,,0,0,0,0,0,y,y,n,w,y,,y,,,y,m,m,y,,,y,,,2019-12-11,,,glocalnews,2019-12-09,glocalnews,2022-03-21,0,1710,,,n,2019-12-09,2019-12-09,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_200000000009562,축제/행사,제주 윈터 페스티벌,국문,제주 윈터 페스티벌,,,,,,y,0,,0,,0,0,0,0,0,y,y,n,m,y,,,,,m,m,m,,,,,,,,,,iamsunon,2019-12-10,iamsunon,2019-12-10,0,,,,n,2019-12-10,,,,y,n,n,n,0,,,m,m,,,,,,,,,n,n
CONT_000000000500239,관광지,법화사지,국문,법화사지,,제주특별자치도 서귀포시 하원동 1071-1,제주특별자치도 서귀포시 하원북로35번길 15-28,33.2653454,126.4576828,y,5,,3573,,0,2,9,0,0,y,y,y,y,y,2019-07-12,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-23,2019-07-23,2019-07-23,anonymous,2016-05-30,anonymous,2022-03-22,0,7156,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,n,y,y,y,3,y,,y,,y,,y,,2019-07-23,,2019-07-23,,y,
CNTS_000000000020050,관광지,보롬왓,국문,보롬왓,,제주특별자치도 서귀포시 표선면 성읍리 3229-4,제주특별자치도 서귀포시 표선면 번영로 2350-104,33.41367,126.75351,y,5,,67590,,19,57,653,0,7,y,y,y,y,y,2018-11-12,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-03,2019-09-03,2019-09-03,anonymous,2016-11-04,anonymous,2022-03-22,74,135522,,63624,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,y,y,y,y,126,y,y,y,y,y,y,y,y,2019-09-03,2019-09-03,2019-09-03,2019-09-03,y,y
CNTS_000000000020053,음식점,쉬림프봉봉&올레파머스,국문,쉬림프봉봉&올레파머스,,제주특별자치도 제주시 구좌읍 월정리 523-1,제주특별자치도 제주시 구좌읍 월정7길 57,33.55525,126.79582,y,5,,2686,,0,4,5,0,0,y,y,n,m,y,,y,y,y,m,m,m,n,n,n,y,y,y,,,,anonymous,2016-11-04,anonymous,2022-03-22,0,5392,,,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,n,n,n,n,4,y,,m,,n,,y,,,,2019-02-25,,n,
CONT_000000000501197,음식점,대관원,국문,대관원,,제주특별자치도 제주시 연동 312-54,제주특별자치도 제주시 신대로13길 3,33.487804,126.49748,y,,,2853,,1,0,5,0,0,y,y,y,y,y,2019-10-02,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-02,2019-10-02,2019-10-02,anonymous,2016-05-30,anonymous,2022-03-20,0,5709,,63122,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-02,,2019-10-02,,y,
CONT_000000000501282,음식점,돌하르방 뚝배기,국문,돌하르방 뚝배기,,제주특별자치도 서귀포시 성산읍 성산리 141,제주특별자치도 서귀포시 성산읍 일출로 264,33.4611919,126.9339076,y,4,,3371,,2,1,25,0,0,y,y,y,y,y,2019-10-31,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-31,2019-10-31,2019-10-31,anonymous,2016-05-30,anonymous,2022-03-22,0,6753,9246840,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,3,y,,y,,y,,y,,2019-10-31,,2019-10-31,,y,
CNTS_000000000019646,관광지,제주프린지페스티벌,국문,제주프린지페스티벌,,제주특별자치도 제주시 삼도2동 60-5,,33.512447,126.52219,y,,,914,,0,0,2,0,0,y,y,n,y,y,2019-01-09,y,y,y,y,y,y,n,n,n,y,y,y,,,,anonymous,2016-10-26,anonymous,2022-02-14,0,1828,,,n,2016-10-26,2016-10-26,2016-10-26,2016-10-26,n,n,n,n,,y,,y,,n,,y,,,,2019-02-25,,n,
CNTS_000000000019943,음식점,웅스키친,국문,웅스키친,,제주특별자치도 제주시 이호2동 116-3,제주특별자치도 제주시 대동길 17-1,33.4930736,126.4637705,y,5,,4707,,0,9,33,0,0,y,y,y,y,y,2019-10-02,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-10-31,anonymous,2022-03-22,0,9459,,63355,n,2016-10-31,2016-10-31,2016-10-31,2016-10-31,y,n,n,n,22,,,,,,,,,,,,,,
CNTS_000000000019946,관광지,귀빈사,국문,귀빈사,,제주특별자치도 제주시 구좌읍 송당리 2438,제주특별자치도 제주시 구좌읍 비자림로 1456,33.4429016,126.7613249,y,5,,7201,,1,1,30,0,0,y,y,y,y,y,2019-05-22,y,y,y,y,y,y,y,y,y,y,y,y,2019-05-22,2019-05-22,2019-05-22,anonymous,2016-10-31,anonymous,2022-03-22,7,14410,,,n,2016-10-31,2016-10-31,2016-10-31,2016-10-31,y,y,y,y,5,y,,y,,y,,y,,2019-05-22,,2019-05-22,,y,
CNTS_000000000019892,관광지,스쿠버스쿨,국문,스쿠버스쿨,,제주특별자치도 제주시 도두이동 1669-3,제주특별자치도 제주시 서해안로 301,33.5089684,126.4776764,y,,,7265,,3,0,28,0,0,y,y,y,y,y,2019-07-12,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-22,2019-07-22,2019-07-22,anonymous,2016-10-28,anonymous,2022-03-21,3,14539,,,n,2016-10-28,2016-10-28,2016-10-28,2016-10-28,y,y,y,y,,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CNTS_000000000022133,숙박,비오하우스,국문,비오하우스,,제주특별자치도 제주시 구좌읍 월정리 567-1,제주특별자치도 제주시 구좌읍 월정3길 53-5,33.55612,126.79461,y,,,1276,,0,0,2,0,0,y,y,y,y,y,2019-06-21,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2017-07-11,anonymous,2022-03-21,0,2552,13350263,63358,n,2017-07-11,2017-07-11,2017-07-11,2017-07-11,n,n,n,n,,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000022161,축제/행사,쌈마이웨이 to 제주,국문,쌈마이웨이 to 제주,,제주특별자치도 제주시 오등동 10-1,제주특별자치도 제주시 선돌목동길 56-26,33.445293,126.54792,y,5,,294,,0,0,0,0,0,y,y,n,y,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-07-17,anonymous,2022-02-14,0,588,,63242,n,2017-07-17,2017-07-17,2017-07-17,2017-07-17,n,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000022163,음식점,바다위에코끼리,국문,바다위에코끼리,,제주특별자치도 제주시 한림읍 협재리 1695,제주특별자치도 제주시 한림읍 협재1길 27-6,33.499622,126.53119,y,5,http://instagram.com/elephant_on_the_sea,4005,,1,2,15,0,0,y,y,y,y,y,2019-09-09,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-09,2019-09-09,2019-09-09,anonymous,2017-07-17,anonymous,2022-03-22,1,8023,,63011,n,2017-07-17,2017-07-17,2017-07-17,2017-07-17,y,y,y,y,5,y,,y,,y,,y,,2019-09-09,,2019-09-09,,y,
CNTS_000000000022281,음식점,돌토고리족욕카페,국문,돌토고리족욕카페,,제주특별자치도 서귀포시 표선면 표선리 40-32,제주특별자치도 서귀포시 표선면 표선당포로 16-4,33.32556,126.84445,y,,,3792,,0,0,3,0,0,y,y,y,y,y,2019-09-09,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-09,2019-09-09,2019-09-09,anonymous,2017-08-01,anonymous,2022-03-21,1,7584,,63629,n,2017-08-01,2017-08-01,2017-08-01,2017-08-01,y,y,y,y,,y,,y,,y,,y,,2019-09-09,,2019-09-09,,y,
CNTS_000000000022288,음식점,라스또르따스,국문,라스또르따스,,"제주특별자치도 제주시 애월읍 고내리 473 ,1층","제주특별자치도 제주시 애월읍 애월해안로 274 , 1층",33.46854,126.34041,y,,,2090,,1,0,7,0,0,y,y,y,y,y,2019-05-09,y,y,y,y,y,y,y,y,y,y,y,y,2019-05-09,2019-05-09,2019-05-09,anonymous,2017-08-01,anonymous,2022-03-21,2,4183,11621283,63046,n,2017-08-01,2017-08-01,2017-08-01,2017-08-01,y,y,y,y,,y,,y,,y,,y,,2019-05-09,,2019-04-12,,y,
CNTS_000000000022290,음식점,라쁠라주,국문,라쁠라주,,제주특별자치도 제주시 용담삼동 2289,제주특별자치도 제주시 서해안로 518,33.5198301,126.4944679,y,,,443,,0,0,1,0,0,y,y,y,y,y,2019-09-10,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-08-01,anonymous,2022-03-21,0,886,,,n,2017-08-01,2017-08-01,2017-08-01,2017-08-01,y,n,n,n,,,,,,,,,,,,,,,
CONT_000000000501377,음식점,채원일식,국문,채원일식,,제주특별자치도 제주시 이도2동 314-6,제주특별자치도 제주시 가령골2길 4,33.504257,126.537544,y,5,,1926,,0,2,0,0,0,y,y,n,y,y,2019-09-11,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-11,2019-09-11,2019-09-11,anonymous,2016-05-30,anonymous,2022-03-22,0,3862,8896817,63214,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,1,y,,y,,y,,y,,2019-09-11,,2019-09-11,,y,
CONT_000000000500730,쇼핑,삼다닷컴,국문,삼다닷컴,,제주특별자치도 제주시 도남동 834,제주시 연삼로 295-1,33.492626,126.52447,y,3,,4031,,0,1,1,0,0,y,y,y,y,y,2019-04-15,y,y,y,y,y,y,y,y,y,y,y,y,2019-04-15,2019-04-15,2019-04-15,anonymous,2016-05-30,anonymous,2022-03-22,1,8067,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-04-15,,2019-04-15,,y,
CONT_000000000501249,음식점,민봉태중화요리,국문,민봉태중화요리,,제주특별자치도 제주시 연삼로 776 (화북이동),제주특별자치도 제주시 연삼로 776 (화북이동),33.51155,126.56878,y,,,2206,,0,0,7,0,0,y,y,y,y,y,2019-09-11,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-11,2019-09-11,2019-09-11,anonymous,2016-05-30,anonymous,2022-03-19,0,4412,9410150,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-09-11,,2019-09-11,,y,
CNTS_000000000021897,숙박,오름게스트하우스,국문,오름게스트하우스,,제주특별자치도 제주시 구좌읍 세화리 1758-41,제주특별자치도 제주시 구좌읍 충렬로 147-19,33.50991,126.84661,y,,,2294,,0,0,2,0,0,y,y,y,y,y,2019-06-21,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2017-04-19,anonymous,2022-03-20,0,4588,,63352,n,2017-04-19,2017-04-19,2017-04-19,2017-04-19,y,y,y,y,,y,,y,,y,,y,,,,2020-08-24,,y,
CNTS_000000000022245,축제/행사,제주국제관악제,국문,제주국제관악제,,제주특별자치도 제주시 일도이동 852,제주특별자치도 제주시 동광로 69,33.5043089,126.5353859,y,,,10448,,1,0,2,0,0,y,y,y,y,y,2019-07-11,y,y,y,y,t,y,y,y,y,y,y,y,2019-08-02,2019-01-18,2019-07-30,anonymous,2017-07-28,anonymous,2022-03-22,10,20899,,63147,n,2017-07-28,2017-07-28,2017-07-28,2019-07-29,y,n,n,y,,y,,t,,y,,y,,,,2019-02-25,,n,
CNTS_000000000019948,관광지,쇠소깍제트,국문,쇠소깍제트,,제주특별자치도 서귀포시 하효동 999,제주특별자치도 서귀포시 쇠소깍로 151-8 (하효동),33.250526,126.62091,y,3,,11215,,1,1,46,0,0,y,y,y,y,y,2019-09-06,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-06,2019-09-06,2019-09-06,anonymous,2016-10-31,anonymous,2022-03-22,6,22438,,,n,2016-10-31,2016-10-31,2016-10-31,2016-10-31,y,y,y,y,1,y,,y,,y,,y,,2019-09-06,,2019-09-06,,y,
CNTS_000000000022142,숙박,펜션 에덴호스텔,국문,펜션 에덴호스텔,,제주특별자치도 제주시 용담3동 2382,제주특별자치도 제주시 서해안로 456-12,33.5184357,126.4893095,y,,,1056,,0,0,0,0,0,y,y,y,y,y,2019-07-18,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-18,2019-07-18,2019-07-18,anonymous,2017-07-12,anonymous,2022-03-21,0,2112,,63114,n,2017-07-12,2017-07-12,2017-07-12,2017-07-12,y,y,y,y,,y,,y,,y,,y,,2019-07-18,,2019-07-18,,y,
CNTS_000000000021948,테마여행,"2017년 6월에 놓치지 말아야 할 관광 10선 <이색적인 모험, 디스커버 제주 10>",국문,"6월에 놓치지 말아야 할 관광 10선 <이색적인 모험, 디스커버 제주 10>",,,,0,0,y,,,29028,,8,0,5,0,0,y,y,n,y,y,2018-04-20,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-05-22,anonymous,2022-02-17,0,58080,,,n,2017-05-22,2017-05-22,2017-05-22,2017-05-22,n,n,n,n,,,,,,,,,,,,,,,
CONT_000000000500387,관광지,수악 (물오름),국문,수악 (물오름),,제주특별자치도 서귀포시 남원읍 하례리 산 10,제주특별자치도 서귀포시 남원읍 516로 1042,33.3616666,126.5291666,y,,,4299,,0,0,23,0,0,y,y,y,y,y,2019-07-12,y,y,y,y,y,y,y,y,y,y,y,y,2019-07-22,2019-07-22,2019-07-22,anonymous,2016-05-30,anonymous,2022-03-21,0,8598,,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-07-22,,2019-07-22,,y,
CNTS_000000000020057,음식점,저팔계깡통연탄구이,국문,저팔계깡통연탄구이,,제주특별자치도 제주시 조천읍 함덕리 1271,제주특별자치도 제주시 조천읍 신북로 531,33.5417,126.666756,y,5,,1345,,0,1,12,0,0,y,y,y,y,y,2019-09-10,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-04,anonymous,2022-03-22,0,2695,9323698,63333,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,y,n,n,n,1,,,,,,,,,,,,,,
CNTS_000000000022257,관광지,타보카 월정리투명카약,국문,타보카 월정리투명카약,,제주특별자치도 제주시 구좌읍 월정리 1400-4,제주특별자치도 제주시 구좌읍 월정리 1400-4,33.56346,126.78025,y,5,,7709,,2,1,102,0,0,y,y,y,y,y,2019-11-22,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-07-31,anonymous,2022-03-22,9,15429,,,n,2017-07-31,2017-07-31,2017-07-31,2017-07-31,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000022283,숙박,달빛정원게스트하우스,국문,달빛정원게스트하우스,,제주특별자치도 서귀포시 남원읍 태흥리 1342-1,제주특별자치도 서귀포시 남원읍 태위로852번길 7,33.283443,126.737625,y,,,569,,0,0,0,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2017-08-01,anonymous,2022-02-14,1,1138,,63617,n,2017-08-01,2017-08-01,2017-08-01,2017-08-01,n,n,n,n,,y,,m,,y,,y,,,,2019-02-25,,n,
CONT_000000000501270,음식점,살랑살랑샤브샤브,국문,살랑살랑샤브샤브,,제주특별자치도 제주시 용담3동 1026-9,제주특별자치도 제주시 서해안로 612,33.488773,126.49531,y,5,,1417,,0,1,7,0,0,y,y,y,y,y,2019-09-10,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-10,2019-09-10,2019-09-10,anonymous,2016-05-30,anonymous,2022-03-22,0,2839,10298412,63150,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,1,y,,y,,y,,y,,2019-09-10,,2019-09-10,,y,
CONT_000000000501287,음식점,세자매식당,국문,세자매식당,,제주특별자치도 서귀포시 신서귀로 11 민우상가 102호(법환동),제주특별자치도 서귀포시 신서귀로 11 민우상가 102호(법환동),33.25098,126.510124,y,,,2238,,1,0,17,0,0,y,y,y,y,y,2019-10-04,y,y,y,y,y,y,y,y,y,y,y,y,2019-10-04,2019-10-04,2019-10-04,anonymous,2016-05-30,anonymous,2022-03-19,0,4479,9261550,,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,y,y,y,,y,,y,,y,,y,,2019-10-04,,2019-10-04,,y,
CONT_000000000501296,음식점,신옛촌,국문,신옛촌,,제주특별자치도 서귀포시 안덕면 사계리 863-7,제주특별자치도 서귀포시 안덕면 사계로 187-6,33.247074,126.302536,y,3,,3221,,0,1,11,0,0,y,y,y,y,y,2019-04-08,y,y,y,y,y,y,y,y,y,y,y,y,,,,anonymous,2016-05-30,anonymous,2022-03-22,0,6447,,63528,n,2016-05-30,2016-05-30,2016-05-30,2016-05-30,y,n,n,n,2,y,,y,,y,,y,,,,2019-02-25,,n,
CNTS_000000000020335,숙박,너를만나행복해,국문,너를만나행복해,,제주특별자치도 제주시 구좌읍 하도리 3209-3,제주특별자치도 제주시 구좌읍 면수2길 7,33.522026,126.86841,y,4,,4003,,2,4,2,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,8032,,63362,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,n,n,n,n,10,,,,,,,,,,,,,,
CNTS_000000000020353,음식점,이성필 커피볶는집,국문,이성필 커피볶는집,,제주특별자치도 제주시 이도2동 광양8길 1,제주특별자치도 제주시 이도2동 광양8길 1,33.499733,126.52797,y,5,,783,,0,1,2,0,0,y,y,y,y,y,2019-09-11,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,1571,,,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,y,n,n,n,3,,,,,,,,,,,,,,
CNTS_000000000020355,숙박,동네형들게스트하우스,국문,동네형들게스트하우스,,제주특별자치도 서귀포시 성산읍 고성리 198,제주특별자치도 서귀포시 성산읍 신양로122번길 30-8,33.43624,126.92086,y,3,,1376,,0,1,1,0,0,y,y,y,m,y,,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-11-18,anonymous,2022-03-22,0,2757,,,n,2016-11-18,2016-11-18,2016-11-18,2016-11-18,n,n,n,n,5,,,,,,,,,,,,,,
CNTS_000000000022039,쇼핑,더아일랜더,국문,더아일랜더,,제주특별자치도 제주시 일도1동 1251,제주특별자치도 제주시 중앙로7길 31 102호,33.5149044,126.5281048,y,5,blog.naver.com/kui3033,11440,,5,2,51,0,0,y,y,y,y,y,2019-11-13,y,y,y,y,y,y,y,y,y,y,y,y,2019-11-13,2019-11-13,2019-11-13,anonymous,2017-06-28,anonymous,2022-03-22,6,22905,7812750,,n,2017-06-28,2017-06-28,2017-06-28,2017-06-28,y,y,y,y,,y,,y,,y,,y,,2019-11-13,,2019-11-13,,y,
CNTS_000000000020982,관광지,신양포구,국문,신양포구,,제주특별자치도 서귀포시 성산읍 고성리,제주특별자치도 서귀포시 성산읍 고성리,33.444576,126.9095,y,,,1587,,0,0,0,0,0,y,y,y,y,y,2019-09-03,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-14,anonymous,2022-03-22,1,3174,,,n,2016-12-14,2016-12-14,2016-12-14,2016-12-14,y,n,n,n,,,,,,,,,,,,,,,
CNTS_000000000021137,숙박,스테이지게스트하우스,국문,스테이지게스트하우스,,제주특별자치도 제주시 구좌읍 종달리 611,제주특별자치도 제주시 구좌읍 해맞이해안로 2361,33.49031,126.91084,y,,blog.naver.com/stagejeju,1345,,0,0,2,0,0,y,y,y,y,y,2019-12-02,y,y,y,m,m,m,y,y,y,y,y,y,,,,anonymous,2016-12-19,anonymous,2022-03-19,0,2690,,63364,n,2016-12-19,2016-12-19,2016-12-19,2016-12-19,y,n,n,n,,,,,,,,,,,,,,,
CNTS_200000000008496,음식점,미번베트남쌀국수,국문,미번베트남쌀국수,,제주특별자치도 제주시 한림읍 한림리 1587-2,제주특별자치도 제주시 한림읍 한림로5길 23,33.4146732,126.2613821,y,0,,1466,,0,0,4,0,0,y,y,y,y,y,2019-09-10,y,,,y,m,m,y,,,y,,,2019-09-10,,,haayunn,2019-03-25,haayunn,2022-03-21,0,2932,,,n,2019-03-25,2019-03-28,,,y,y,n,n,0,,,m,m,,,,,,,,,n,n
CNTS_000000000020054,음식점,월정리갈비밥,국문,월정리갈비밥,,제주특별자치도 제주시 구좌읍 월정리 8-1,제주특별자치도 제주시 구좌읍 월정7길 46,33.554817,126.7969,y,4,http://www.instagram.com/jeju__galbibob,3298,,0,2,23,0,0,y,y,y,y,y,2019-03-19,y,y,y,y,y,y,y,y,y,y,y,y,2019-03-19,2019-03-19,2019-03-19,anonymous,2016-11-04,anonymous,2022-03-22,4,6606,12962672,63358,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,y,n,n,n,3,y,,y,,y,,y,,2019-03-19,,2019-02-25,,n,
CNTS_000000000020055,음식점,고메아일랜드,국문,고메아일랜드,,제주특별자치도 제주시 도남동 663-9,제주특별자치도 제주시 청사로 85,33.490288,126.5278,y,5,,2082,,0,1,4,0,0,y,y,n,y,y,2019-09-10,y,y,y,y,y,y,y,y,y,y,y,y,2019-09-10,2019-09-10,2019-09-10,anonymous,2016-11-04,anonymous,2022-03-22,0,4169,,63219,n,2016-11-04,2016-11-04,2016-11-04,2016-11-04,y,y,y,y,1,y,,y,,y,,y,,2019-09-10,,2019-09-10,,y,
